skill,skill_id,user_id,correct
物理层,42,12442,1
物理层,42,1840,1
物理层,42,1843,0
物理层,42,13089,1
物理层,42,17343,1
物理层,42,12487,1
物理层,42,10596,1
物理层,42,12531,1
物理层,42,1914,1
物理层,42,15596,1
物理层,42,15599,1
物理层,42,10669,1
物理层,42,17344,1
物理层,42,10603,1
物理层,42,2706,1
物理层,42,610,1
物理层,42,29,1
物理层,42,12490,1
物理层,42,15603,1
物理层,42,15605,1
物理层,42,12495,1
物理层,42,12496,1
物理层,42,17345,1
物理层,42,10613,1
物理层,42,11130,1
物理层,42,24,1
物理层,42,10616,0
物理层,42,12500,0
物理层,42,15619,1
物理层,42,17346,1
物理层,42,15623,1
物理层,42,10629,1
物理层,42,12503,1
物理层,42,12504,1
物理层,42,17347,1
物理层,42,10633,1
物理层,42,683,1
物理层,42,17137,1
物理层,42,3009,1
物理层,42,17138,1
物理层,42,10664,1
物理层,42,17139,1
物理层,42,17348,1
物理层,42,16457,1
物理层,42,11182,0
物理层,42,10640,1
物理层,42,17140,1
物理层,42,15646,1
物理层,42,15817,1
物理层,42,10675,1
物理层,42,17349,0
物理层,42,17349,1
物理层,42,17350,1
物理层,42,17351,1
物理层,42,10642,1
物理层,42,15660,1
物理层,42,9399,1
物理层,42,10678,1
物理层,42,10666,1
物理层,42,10646,1
物理层,42,3167,1
物理层,42,15673,1
物理层,42,15676,1
物理层,42,17352,1
物理层,42,17353,1
物理层,42,17354,1
物理层,42,17355,1
物理层,42,17143,1
物理层,42,17356,1
物理层,42,17144,1
物理层,42,7303,1
物理层,42,17145,1
物理层,42,17357,1
物理层,42,15690,1
物理层,42,15694,1
物理层,42,17358,1
物理层,42,17146,1
物理层,42,15697,1
物理层,42,17147,1
物理层,42,10655,1
物理层,42,15701,1
物理层,42,10682,1
物理层,42,15703,1
物理层,42,17359,1
物理层,42,15704,1
物理层,42,15706,1
